number,product_id,product_category_name,product_name_lenght,product_description_lenght,product_photos_qty,product_weight_g,product_length_cm,product_height_cm,product_width_cm
311,4da06dee0a480b5d666886ea00b4d9b3,bed_bath_table,54,228,1,250,32,3,23
312,39d5f0edfbb6ee4d1c524dd620c0bc7a,garden_tools,41,198,1,425,31,6,12
313,185013b2b9237c14bd26a394d9fda023,air_conditioning,56,1161,1,150,20,8,13
314,3d1e658dd7dc71b44b125bdd18236fb3,furniture_decor,56,2028,3,350,68,8,13
315,5e459bd31247ee46fa95b09556600a6a,fashion_shoes,44,284,12,300,29,7,16
316,bb31a27a0b24236c8ce7e0c6264c51ec,telephony,49,276,12,100,19,3,11
317,99a5e7a2c16478ff3f0ea9c20eb2820f,auto,55,1658,3,550,16,21,18
318,8a2d3285de64b2117fbf83784acd09fc,auto,59,1250,1,250,16,27,15
319,fdac82e439dafa5f87a9547581532380,auto,60,1541,1,1000,26,40,20
320,b3f29e4bbae3c829f7c4231074c307ee,housewares,55,998,3,14850,35,102,35
321,115bc0865dc675638645e1ab5311e30c,baby,46,726,3,850,42,25,15
322,e71ba6dc5ef4b3bada7ee8d17304d31e,consoles_games,56,3354,4,1850,28,14,19
323,062597771ee91356ea34084f28c03a4b,fashion_bags_accessories,54,1399,1,300,16,2,11
324,8d51190d4e52d32e6abf3d0551501114,telephony,61,212,1,200,19,4,11
325,10d43b23591dde746f32fe6a7beb5bfb,health_beauty,46,803,1,150,22,3,15
326,b0cd550945da1de6eb9cb69595d540df,sports_leisure,55,1392,1,900,16,16,16
327,e83ded7d97b96d338c4e72bb1ff7676c,garden_tools,52,497,1,1900,44,19,19
328,ce130b350f529a1d6288f927da7404ea,bed_bath_table,50,171,1,1450,45,10,15
329,c04b8195870068ff5c495f269a0bc993,books_technical,54,1162,1,1100,29,3,21
330,454157d7294823cc44ad21d4fe31474a,sports_leisure,54,1241,5,200,16,11,11
331,f0737b524fe6b57f2ad4f174ce23a62c,sports_leisure,43,1440,1,12600,20,10,20
332,bc4a074ab7a7ff14e98fa64671a79dc0,health_beauty,21,1000,1,1450,25,25,16
333,6c3fc3c928cf7d57418923ffea326d9a,cool_stuff,49,733,3,800,42,25,15
334,dc582e9ac5036846acfeeb3093b17aa7,perfumery,50,749,1,1300,22,14,14
335,e84fb20fe338824c220166d3cd562cbd,health_beauty,45,802,1,150,22,3,15
336,3c2f792f1041177a81913a977431a99e,electronics,40,549,1,200,20,20,20
337,bcad5b050c241af2fdc24c51556b297c,garden_tools,60,1177,3,11450,23,43,35
338,0d8c64a12c0e49b2515674c031b965a1,furniture_decor,54,220,2,2200,20,20,20
339,e5d860a0fff2e94bd1a406456cc6c4b3,home_appliances_2,38,2030,2,13200,66,19,67
340,eca26be90d3b3454dd69a13a05bdb46e,fashion_bags_accessories,59,119,3,200,16,2,11
341,c4344f6de69a96da8febce3f885171f0,consoles_games,53,310,1,150,19,11,11
342,f092eaa771e3dca0bfeca32b5c9d5669,musical_instruments,51,439,3,3350,30,30,30
343,debefa981200019b8c4a45d0176125a6,bed_bath_table,64,702,1,2200,42,11,36
344,d0877f0094337c414d23f5a3c7bad20c,office_furniture,48,489,2,30000,50,50,30
345,4ed86bcb86407328452ac1c5b3b89d67,baby,59,255,2,500,30,8,35
346,e117ca2a90cfd40b93450b0b60f834e4,bed_bath_table,51,487,1,1800,45,10,34
347,7af3e2da474486a3519b0cba9dea8ad9,,,,,200,22,14,14
348,4c303e0fd131aa3fe487c108b5aa8c06,party_supplies,58,134,1,1300,70,11,11
349,63f7cd79973145c9e6bb11c5fd03e82e,fashion_bags_accessories,51,372,2,150,16,9,11
350,a2bd2eae20998a24c22b110334928b02,luggage_accessories,39,278,1,700,19,48,35
351,55103cbbe0851d3a303a022cc4140628,luggage_accessories,32,1064,5,2900,40,55,30
352,f97d74310019b255120e4316f4515d74,fashion_bags_accessories,34,426,4,200,16,9,11
353,3d649f0e12c7b5f9ec7e00f538cc13f3,health_beauty,45,1886,1,300,16,18,16
354,9a5a361f3cd6c280f6bf4ffb6207c51e,stationery,41,552,2,200,23,7,15
355,c354569eefd558bf201d0aedf35608ed,bed_bath_table,55,166,1,700,49,4,50
356,7f383ce1a13d3d90e3d6074557ee8deb,telephony,52,819,4,200,17,13,16
357,f2a1b32f85cad59ff2a8444154ac25f0,air_conditioning,51,2959,4,7800,105,10,40
358,5027a29c73fb3aa5e93eae6867c9a2e7,stationery,53,500,2,550,16,4,11
359,457c5f8a59156ce6315753d8d788a16a,watches_gifts,60,460,4,200,16,2,11
360,3eb0cd17f2bfe15716e113962806a5de,bed_bath_table,41,208,2,1000,30,7,24
361,76df076d70248fa44de6ed8c31a1a9b5,stationery,52,219,1,1000,26,8,33
362,7683fe3e73bd7af6d0f6a6ed497cb04a,construction_tools_lights,49,527,4,1450,60,5,30
363,e63e00cfcd91a5b34c13e2134671e842,office_furniture,41,1071,1,5850,45,55,16
364,a77e6c93242ae050800cb3e5b98c2fcd,baby,59,348,2,8300,45,25,45
365,a1e9b0d76a76ff474f4a4374fcfb8c42,sports_leisure,28,663,1,1800,28,12,18
366,1dfb36d969d347f56f43590ec42c7b8c,sports_leisure,50,1212,5,900,26,6,13
367,ae728f68e1fe806253238e93f2bfc324,sports_leisure,57,1156,1,415,19,19,19
368,a1d17216996bf0cbba886f91bfd31c77,telephony,51,1015,1,103,21,6,14
369,22776ebd2bfdf5f55499fd324862a673,auto,42,878,2,500,20,8,14
370,6b5af19067eeadc0f331687a79ca656b,stationery,62,621,1,600,16,6,11
371,c72a1a8c3bbe15206d1880cedc7bd791,computers_accessories,59,1238,5,4750,18,22,30
372,f14aa2ba817ef24ccf7f99c0ccfab59a,watches_gifts,37,610,1,263,18,15,16
373,f2d80346f1dd6986e9e6611db7b708aa,baby,52,446,1,50,16,2,11
374,1f64ec386a6be322e71596931f5d2377,perfumery,46,499,1,200,16,22,11
375,b97114b2893e68400ae867459b491bcd,bed_bath_table,44,331,1,360,36,6,26
376,ef6aa884e3493fd38cc8ee47d8d79d10,cool_stuff,47,1392,1,150,16,7,12
377,769cc5a32d4e6c7710013f35a73d45e9,sports_leisure,61,211,4,1100,32,5,30
378,e24f73b7631ee3fbb2ab700a9acaa258,fashion_bags_accessories,60,1118,6,2250,22,15,20
379,0417855683de23ba1e20e8a358a5ac7c,auto,59,633,5,1475,68,9,35
380,11dc4053871ff53ff79fb1fc7e6b160f,sports_leisure,29,347,1,1600,100,7,11
381,8729e9bc4b7f0422448d80ed35ae329d,health_beauty,51,1918,1,1650,25,30,20
382,eced39e6c33db4b865ea46d12dde67d8,toys,59,3492,3,650,35,10,15
383,bad5bc36e62c12c840045474c6dbe021,housewares,22,663,1,900,21,34,34
384,afce90df29b9a0c1bfe5e1033f1197b1,telephony,42,356,4,75,19,3,11
385,06efa56b8557e1efcb2c107f55d1a8dd,garden_tools,60,481,4,600,19,7,14
386,fa9cf28beaafe4f4bec59550f6c76481,furniture_decor,47,470,3,400,35,6,15
387,0bb7cb61f1957f79dac582ab66ccdc1f,housewares,45,561,2,553,18,9,15
388,ad19bca6e0f1919433d7e21d534ddb50,books_general_interest,42,1109,1,900,18,25,16
389,334995514673fb6bae67885458b52984,housewares,37,261,2,250,25,25,25
390,95578be74a242e7a0eae084908bbb5f8,office_furniture,38,2088,1,14900,58,28,58
391,288d91794eb2b14fed9ed5e469cb87c3,bed_bath_table,52,701,1,1100,16,10,16
392,f72379337062680ca5a2b7b0275913d8,furniture_decor,56,945,2,2050,30,22,18
393,24f9f99148480cd31288ed4e7d962e15,furniture_decor,58,1953,1,850,69,11,11
394,4c505e52bedf9651c08793647c925e65,bed_bath_table,58,744,1,350,16,10,16
395,77c0d362526797bf132aaf564b1e436d,garden_tools,45,616,3,1400,20,20,30
396,c23381297fa734ea441a15d723199fb5,computers_accessories,60,789,4,200,20,20,20
397,8b6a57fbcf171e0a44f97af7af858939,computers_accessories,18,389,2,617,17,14,17
398,78bd107dbc2f94f453c1bac8d2b4ede1,housewares,21,718,1,2600,16,41,41
399,ef76ea9ee88ad60b9680c7635f2baaa8,drinks,57,497,1,200,20,9,14
400,c8a0fe4fb537a7864e6aca0477a6da9c,bed_bath_table,44,305,1,2000,49,16,39
401,6bb81626d06fafb4d7eab61ac9ed70c6,health_beauty,42,167,2,266,20,8,18
402,9339df4b551cc289617ed742b9af7925,telephony,54,409,1,200,19,4,11
403,09c3d39641970009c198caed304ccfc4,baby,52,1659,1,300,68,7,13
404,7130a7cfbe3bb2f11f6524e0cec6eafe,pet_shop,59,140,1,300,16,16,16
405,76fffd0056ad48fbddac939c05e05cff,watches_gifts,54,182,1,200,16,2,20
406,e05646078b508ff048d63d3af7775ca1,small_appliances,58,613,1,1300,20,16,20
407,15571dce56ff7d152dab99a0bc8354d5,sports_leisure,50,1530,4,482,18,11,16
408,c571bd52d56c393e52b38a593da5950f,bed_bath_table,54,223,1,550,16,10,16
409,2efbce46d36d9af306d4300db163b276,health_beauty,48,762,1,270,16,16,15
410,a453b4ccccf554efba31d5ada5a59a60,telephony,60,818,6,300,17,4,12
411,0d79e2972015716ede4fabeb5b60f8c6,market_place,50,257,3,2150,40,25,30
412,2068e3435a38f6a3cc95ba89a96378ab,auto,58,894,1,3300,35,20,20
413,28e410092e56a080e14595c053d0bbe8,perfumery,45,416,1,200,16,16,16
414,c5c66926b3f964b8cf9e7dfb1150d13e,sports_leisure,41,128,1,200,21,9,13
415,3488d2ce36e718097c1509444289ef7f,perfumery,40,1176,1,514,18,12,15
416,a0ff95d002b9e836b60b47e97a200f93,home_construction,37,426,2,3100,38,28,28
417,068ceaa8a3d9d385cbf53d5335f89f80,housewares,42,395,1,1200,27,18,23
418,a7b42937ab954b0e03bcf6cc35209940,sports_leisure,56,813,2,250,16,10,16
419,fea2f92877b647dc07ea8e3f4aa2cf3f,toys,35,537,2,7400,45,29,53
420,b52e7c92200ed9874e77bc09b5ed4d40,la_cuisine,57,232,1,7600,55,15,55
421,a8bb7885faf316d9a5062d42d2b2fba4,sports_leisure,50,844,1,875,40,26,20
422,63f52009dc3ddb733394e80183aed0f0,furniture_decor,58,1047,3,700,35,7,27
423,2de11f4242720888f88ebe396a8332f7,office_furniture,58,869,2,900,17,10,15
424,62224b433a431310bf27129938ad9f64,sports_leisure,28,733,6,700,49,12,27
425,b2083bcfc8768380dd0e31d612e96d08,bed_bath_table,53,628,2,1100,16,10,16
426,93719014f156d3fa9e0511cd0ab96315,cool_stuff,34,443,7,1150,28,10,25
427,f86faff2fff9d021e363dc81bfd16930,cool_stuff,53,304,1,900,25,10,25
428,629beb8e7317703dcc5f35b5463fd20e,,,,,1400,25,25,25
429,5563f6b699b362e1bd6a2e1e650f52bd,books_technical,60,1265,1,2050,29,5,21
430,7e437c1d65a7baab7e7ca6c9f4e98b84,health_beauty,57,1571,1,2150,28,32,11
431,012dd0e1c1f14325ee35f06748329355,health_beauty,58,1690,4,490,30,5,25
432,b72e63f4630dcaded1689b28efa4c583,toys,59,1272,5,1000,30,13,30
433,e791e580a2421e4471aebb0629c705c1,computers_accessories,57,991,4,200,16,4,14
434,aeeb6146e21d11416d01b0e03c2de06e,housewares,31,580,2,500,19,13,20
435,e91f30f35875789d4b7d14610aa88c15,bed_bath_table,50,208,1,500,16,10,16
436,3a78f64aac654298e4b9aff32fc21818,,,,,4300,30,10,48
437,ff7ac89ca5b77d0fb5f8a65262d73956,perfumery,46,483,1,1000,20,14,13
438,1684f99c7e0e67403e52a7783366870f,auto,60,651,5,4200,78,4,47
439,7715f7da32957a84ad267799121a90e2,perfumery,60,773,1,350,16,11,11
440,ac1290e4432c1f2662b71ac47da47691,telephony,43,533,2,125,19,3,11
441,b23cfa104a0f297458ecebea590a33d5,telephony,46,660,2,100,19,3,11
442,5b488b474a4f2519b7826390b1873a58,housewares,60,1206,4,4100,51,31,31
443,ce8a29973a1fed3f8d22ea5514d9ea07,electronics,56,505,2,200,20,20,20
444,4c7d111494b1116a2bec5e2d940e3439,consoles_games,39,319,4,300,23,3,11
445,4803f125e17a7b5fc363202349fbf14f,housewares,55,871,7,8400,50,28,31
446,7db409a594f815ca2267b5383d139ee7,housewares,60,314,1,1550,46,10,35
447,8fec581a22f1e87d7e0f0a0da4626a82,housewares,17,395,1,600,17,17,18
448,2ac6c3f94b62b0d60ac5b907bdb42cd4,fashion_bags_accessories,56,1410,1,200,16,2,20
449,ad0e74d7a7848008daa87492dff8db9f,auto,57,1631,3,500,16,21,18
450,65ded196f8f1dbea9916be9b6fcfa0b7,costruction_tools_tools,50,289,1,1250,22,17,20
451,a4944a8b60acfe399f15f45892bc5639,computers_accessories,52,260,1,667,27,19,20
452,a314a62cff3e5725f545fa263aed7a7b,bed_bath_table,48,120,1,300,40,4,30
453,f159439c5c382fae366d444e05c590c1,perfumery,52,365,1,400,18,18,12
454,083178fd17a5d863811733e46fc529ef,sports_leisure,38,256,3,450,25,25,25
455,8eed5d27f5b8c6248731efb4782f6141,auto,41,1510,1,2800,16,2,11
456,39fab2af0c4e38ee29c6b8e05c81f93a,furniture_decor,60,438,1,250,20,6,11
457,70c325280f670aee445babb3400cf804,furniture_decor,51,535,1,250,35,5,25
458,f3dadecca4b876a315481c79b8adcf16,pet_shop,50,365,3,300,24,12,12
459,bcb815bba008d89458e428078c0b9211,,,,,150,16,2,11
460,e3ace35fe59021565fa9989acfdf8f3a,furniture_decor,28,196,2,1000,35,25,25
461,f9f899bf492ac59cf645a6c93eb91e05,furniture_decor,29,764,1,6267,36,40,36
462,590d6cb76092faa04d717fe406c66f88,sports_leisure,46,254,1,2653,53,15,36
463,f0e14d7b2230a53543506024021cc3ef,furniture_decor,58,2130,2,3000,69,11,11
464,c01cc7b6054e22d68972a35df1e0c249,auto,54,1636,1,8500,18,29,13
465,2ca9132c1c90ff5060c3ff9047904e5a,sports_leisure,43,877,1,2120,26,25,25
466,2043cae78c8b731c405c7329a05154b2,small_appliances,52,640,3,750,30,30,30
467,89904bec271974d069685a6568091c8a,health_beauty,40,684,2,200,16,16,12
468,3bcf64d8d26d6e06bd568d27fe31d8e8,bed_bath_table,56,198,1,1650,35,20,30
469,47de5f36ace720b578ca1b30d0b45b8d,computers_accessories,53,192,1,900,26,13,21
470,97250c682244b5b6618aec504ceb9656,housewares,55,783,1,150,32,5,16
471,df1ff6c9a263464ba1ea7cd3de5e8633,housewares,52,202,1,800,31,5,21
472,603751cec205d947f27ef1ab32b7fb26,cool_stuff,22,683,3,700,20,20,20
473,17da5d80ea0eeabd565083183027d588,drinks,59,879,1,700,20,20,20
474,b5d214651360e2d58e13b48ae69c6199,baby,46,1654,6,10400,100,23,27
475,a2f4e28e50f60566eeb99f842ffc0fd9,musical_instruments,57,374,1,5850,40,9,105
476,9d0a2db5144d569d5ce5375bb0f4de36,bed_bath_table,39,347,1,75,17,12,17
477,41ae9f1ae64408cbe2b980a3227f04b3,stationery,55,1349,2,1000,27,10,20
478,8f9dc141063eb39ea09a9df984895c50,auto,45,764,4,1475,32,28,28
479,05d7deab2f99410d5fa21a75deaa1fad,fashion_bags_accessories,52,1383,4,750,36,18,36
480,84a77e7e0bd4806ffd493e8a8c37737d,stationery,52,145,10,3600,36,8,15
481,1fd78e3ef5fc49eddd84e82c035b682c,furniture_decor,42,461,3,2200,28,28,38
482,955821b9200f75f399d091f381821044,home_appliances,47,82,1,150,20,13,15
483,32e12dbd1df2c2b6831ba26dc8325d1f,home_construction,58,247,1,1750,30,20,30
484,48aaba1523759485364bcd94f4d4c4f5,sports_leisure,54,1162,4,1300,44,8,30
485,dd2ca29c9d0f93d3b1d28d7d7ee3025c,furniture_living_room,24,356,2,7750,33,25,33
486,cc95f2435cc780a6992154d6a29ff226,housewares,46,616,1,3100,32,26,21
487,1c36a5285f7f3b1ed2637d7c528ce5ff,luggage_accessories,21,769,4,1600,55,37,30
488,d899300bb0834fde956e80ce7ca0c958,watches_gifts,58,635,2,350,19,13,13
489,9f22d89800e8f59f79d50aa9d732f5e2,health_beauty,50,355,1,888,18,17,18
490,7486c1fa8968fae4af4c32882f72dbe6,computers_accessories,39,160,3,150,16,4,14
491,80a96c144008b8446632f872d3b1a3ed,housewares,46,193,1,1025,25,23,25
492,46a44fef61c4835cb2cc8f39f0ce0752,housewares,63,261,2,250,20,9,12
493,d2fac83bdc41acb845baf953df64155a,bed_bath_table,56,509,4,450,45,15,35
494,dbb00dd9b017066946537423958bd4ea,health_beauty,50,546,1,1000,16,12,13
495,b2cadfc2d6da74fba3a372470641ba61,housewares,26,201,1,400,16,9,12
496,bb8248b78690e295b4978f78009e4b94,telephony,56,367,3,150,21,7,14
497,3931aaf38ba4cc928100541ff51b82ff,computers_accessories,45,554,3,400,16,4,16
498,8cf7e354e6d9f04a09f4d59bc77dcc8e,costruction_tools_garden,55,749,1,9500,56,30,28
499,1a986b4015f20a3c26d8573a46dcf65e,cool_stuff,46,269,1,300,34,5,27
500,2ae501b303a5a8e6f75c8c36f366b2d5,perfumery,30,138,1,150,22,7,16
501,f28fd17099749b33b6e5081515b2e797,bed_bath_table,44,421,1,550,30,5,25
502,4732ecf5e4abee8f7ff4d1b8df0f7af5,auto,39,1571,3,1100,37,12,30
503,fe849745fcdc6e1d6864539a2b13197f,health_beauty,46,841,1,300,19,12,13
504,6b82874c6b51b92913dcdb364eaaae0f,,,,,21450,70,34,50
505,7193329f650facb78de86a2e0b771e2f,health_beauty,57,1668,1,850,18,10,14
506,28f71b48a5f99f0bcf4642ae10352557,watches_gifts,42,431,2,500,17,22,17
507,afa6d9a2f3ba0d5b06ccd5eb4bd2e29a,sports_leisure,54,675,1,750,26,23,23
508,12827caf723c4ff8030d64dcffe3cdab,health_beauty,59,3939,6,150,28,13,12
509,53f92b0474f91fcb5bd188c6a8075c38,housewares,54,2952,3,30000,76,51,51
510,52a646aa308987e28c375b41081de428,signaling_and_security,53,512,1,325,17,17,17
511,5d2754abdc85429bc7a4c37d52fbea43,fashion_bags_accessories,53,770,1,200,16,2,11
512,4723ab93377036eb7e0c15dfca8c8ce6,telephony,50,561,3,200,19,3,12
513,29608c81e9f1be14503667ecd1d35c63,sports_leisure,52,473,1,200,20,15,15
514,c68b419d9c6038271b85bac98adb0fc9,,,,,1000,16,14,30
515,e19c8e70d39de9646d64163a66051797,fashion_male_clothing,32,713,2,800,20,7,20
516,0c03a930e654a5f1ea08f95a5c67d076,health_beauty,48,589,1,700,20,16,17
517,ba17dd83b93da33a4483ba301644f40a,watches_gifts,60,394,6,250,16,2,11
518,1dce3fd38c13a3e74fe5000f33858442,auto,58,674,3,1800,22,10,18
519,4e80e5fbd1f7a5e67501d0e1573abf98,watches_gifts,51,393,1,300,19,13,13
520,75747bce1abad71ec9edfb9ca6dd509c,books_technical,42,492,1,450,29,2,17
521,2b1e141d70cf9e03eae19784eb427c24,computers_accessories,57,761,1,400,16,21,15
522,d806210810eb8942d0ea5b17967bb1c4,cool_stuff,59,988,1,1635,23,30,17
523,6a23ae3187f1dac41b7210a8c7739d6b,furniture_decor,52,832,1,750,20,35,20
524,bcb8826a092a057aedd93bb71d67c24d,health_beauty,54,340,1,500,24,20,24
525,f102842fbe436027eeeb7fc76d3063aa,consoles_games,59,434,3,350,20,20,20
526,05d26098907b7bd26c0f92feefd10eae,toys,43,389,1,200,18,13,16
527,4d777d8c652076edf63299034cc4c599,bed_bath_table,60,166,3,950,26,15,19
528,265928225c1358e74bf8668ff65096f3,toys,25,119,1,300,16,17,11
529,860dd3635c61aba2d7ddea90b7d471b2,health_beauty,50,1083,2,452,20,11,18
530,ee2405458ecf90c4d6e1c55a9680de91,toys,60,919,2,17650,45,50,45
531,45852eb1811c96c22787d9a3cb3875dc,bed_bath_table,56,393,2,1100,35,9,35
532,b4a595a550a377a81bf10d27821fab6d,housewares,58,235,5,5250,35,15,35
533,44d958961868395bfe852e70d48081f4,toys,31,254,1,200,16,10,11
534,5b706747080dcd34b3ebd803c25ccd65,watches_gifts,52,654,4,340,47,13,13
535,4a37bc772078a013df64fd661ae5ee6c,health_beauty,57,677,1,750,16,16,16
536,120ed962437fbd2a403ab98f630d8e85,bed_bath_table,58,430,1,2650,33,10,33
537,eae50b5c9a18c296b7fa904cf04406a5,furniture_decor,58,477,1,300,35,10,25
538,6ba4f83d1c821bb17fe0a917881258d4,housewares,50,1123,1,13600,16,65,60
539,477e9dd0ec1da08376e3e29bf434add9,construction_tools_construction,59,711,6,1250,30,10,20
540,6668e2c5a29f47a016858f28a3673e4a,bed_bath_table,50,627,2,3950,33,14,33
541,dfc767a34d7f9f8ee72a3e9b5ed55f89,computers_accessories,32,1095,2,400,38,2,29
542,2b27cb23faa03f71607fcdd1539387f3,luggage_accessories,59,857,7,1100,35,14,29
543,ecac3b74dce5ab6c6a7b9eda9216cfcc,health_beauty,45,379,3,200,16,16,16
544,1b726b3b028ce5af355fc94c066520d7,home_appliances,60,230,1,425,39,17,39
545,8aebbc3445bef4a356ae41d226a7b5da,housewares,43,1129,1,22050,55,40,60
546,a963ea4d494221de09b70f1b4a70edbd,computers_accessories,58,240,1,150,35,8,11
547,ae48f03d1836c1021bf0babdf8b63dbb,housewares,46,290,1,800,20,8,20
548,67085b88a68c08cfe73132310f0574f3,furniture_decor,57,209,11,800,40,8,35
549,c51dc74a8b5018e82e9e44ef4b647227,perfumery,60,418,1,650,16,10,11
550,89f46d1e213867388c2fac6078f5c06d,fashio_female_clothing,43,754,2,500,16,2,11
551,37c8b2425c9c0455491b06ad8671c224,cool_stuff,57,1255,4,198,17,9,15
552,1dcd65bb5dd967d7b4c6b0223cefb838,,,,,9150,33,30,44
553,8de2d2a80d4900fc699d4f52fbe8c43a,housewares,27,868,2,500,22,16,16
554,743faa1bbabdf4abcbd2443fcc33fca9,housewares,41,687,2,950,27,30,27
555,5ec9cc4e1217d387b9fedfa362b7bc24,auto,56,1310,1,3750,42,19,25
556,d24659126d5bbd0b1bacba3e8d17a978,sports_leisure,32,513,3,250,16,6,20
557,88316766399e9545cb650c3ab70208a0,fashion_bags_accessories,42,361,1,100,17,3,12
558,7c1043bb5837db0c6bc1953419a18628,stationery,59,495,7,800,22,7,15
559,dfa872802d781798321a10f1ddadea82,construction_tools_safety,58,1720,3,200,17,7,17
560,593236d0ff46b4299b4787fb8d43f7f0,industry_commerce_and_business,44,1396,2,7225,16,103,25
561,984a3b9f9bb4c8feb319da951212696e,cool_stuff,20,740,1,50,40,30,50
562,2a27bdf5d36c733df107a86e44370254,health_beauty,52,1976,3,425,20,9,18
563,060ea530ba6184d49f7b1cc031c4c97e,bed_bath_table,54,383,1,950,50,5,50
564,60e68dc2013929af2b3b5408e2da87fd,toys,52,397,5,550,32,11,20
565,28a4dc65b49348e9de7f1aa7bfbabfd8,home_appliances_2,59,319,7,14350,41,55,31
566,b1060f179d7f706565e347fbe00bf1b8,health_beauty,32,1046,1,328,20,14,18
567,f66bfba86b78fa48e0834bb209e1555a,bed_bath_table,32,306,1,1950,58,15,46
568,74c94099baac38d7d352195da981626a,health_beauty,36,642,1,700,16,40,11
569,270c3d76b5efb36480487920cec3e167,home_appliances,57,335,1,1250,22,11,20
570,f911903162e5c7cfa48e5b803068b091,construction_tools_construction,56,290,2,400,20,5,20
571,3a9705b35192e14929ed984f99ae4f65,sports_leisure,55,936,3,2320,63,33,17
572,96bcd2d5266412b1a43593fe5b904536,garden_tools,41,394,1,2700,16,30,25
573,c20fbbd4ccf2f7da70e150689a6a905f,perfumery,47,723,1,455,21,15,17
574,e8221ea20065e9f3bd2efda98b807cd3,fashion_bags_accessories,38,366,3,150,16,6,20
575,9b76503b35ee45adf532e291d5c7de0d,bed_bath_table,51,115,1,2200,45,25,35
576,049b55359c60ea6403938b9e408f40b8,bed_bath_table,49,297,2,1400,37,23,35
577,e6d528652daa9f45b90b855c0596bfbf,home_confort,55,200,2,450,45,15,35
578,386486367c1f9d4f587a8864ccb6902b,bed_bath_table,54,120,1,835,40,9,33
579,84db874a1a2d895b0eece26cc9bb3dd3,cool_stuff,55,418,2,1250,36,16,24
580,483df9288035696f34225a7047591d13,computers_accessories,34,2457,1,550,26,17,17
581,fac0337908b983ba98c810f03d25f278,bed_bath_table,49,729,1,3850,20,30,30
582,0de11423be68ad641c9be1135450074c,cool_stuff,63,877,6,7000,22,52,27
583,d4de08feff9533e02efa79613935336e,bed_bath_table,53,681,1,1250,19,17,22
584,91e6a181c1ebe734ab459822cee89763,watches_gifts,47,528,3,850,48,16,25
585,b687f7d54b34a215172bf55f9584584a,garden_tools,49,374,1,900,30,10,20
586,7e34dea6bf1b26c294d48bfc3fa41d9e,fashion_underwear_beach,63,3140,11,400,16,5,11
587,af8215adef2df1e9e66642f159e81e55,watches_gifts,52,585,1,400,20,11,19
588,644ede1cd3a7b877de774c66fd4abc78,sports_leisure,52,682,2,1100,24,16,15
589,8bfd18c7b7358231b2a3f9ae98eed105,garden_tools,57,365,6,850,24,13,18
590,35255921c732e0e9319097469d856cd5,watches_gifts,54,630,6,400,18,11,15
591,ed9b924bdbd0fd22c60aba6dddfbb6e5,audio,60,1046,1,675,22,9,16
592,7a33d7a1a85cb7db38bacbcc212a6013,health_beauty,56,483,2,175,19,12,13
593,32f186a3f6239888c37adf90db857098,food_drink,57,1322,1,1350,18,17,16
594,505bdfe93e66810bd2dfd42bcc61976b,computers_accessories,60,1503,5,588,20,17,15
595,216b222c2a8c6918d4203f3cbefb8568,housewares,41,897,1,450,20,10,20
596,bc86251d831265a9937ccfccecd6c224,auto,59,867,5,1500,68,9,33
597,d6d759f5b4285a0cc72404efa8c19632,sports_leisure,25,267,2,1550,35,30,40
598,b3bcd6f54c943fecf8f51e0b988e5cc9,health_beauty,46,1969,1,683,31,16,16
599,2a763f02c6a7a8ab7c1be0460ff891d0,furniture_decor,53,575,1,2500,35,9,25
600,fc37e09bb4dadd1eef5e92e954b1c72e,baby,51,1243,2,500,30,6,23
601,ffc9d90bae2127e6a6ce6d6654267ebd,sports_leisure,52,1113,2,300,20,34,44
602,9746ab6f7694c5e2fc9fe14befbb5c18,health_beauty,44,820,1,350,16,16,15
603,c8149a123a4dccdd873b3de1e7867bba,cool_stuff,51,425,1,250,16,12,11
604,0eb8e03d4ef83152c4642b606b5bbdec,furniture_decor,47,348,1,2900,40,10,35
605,3f9d819e1669be4865fdcd717968bb4e,computers_accessories,23,1036,2,200,16,2,11
606,bdb0b11a36aed4d0d862a7037c838560,telephony,45,742,3,383,16,12,13
607,464383c22e65860826cf78650fe0f4e4,consoles_games,49,781,5,200,16,16,16
608,9ead3847aad283a0842bde7ad9a9e7b3,computers_accessories,56,1173,1,1300,30,16,16
609,c4df35b0ef8a1996cd7118d81c1632ad,drinks,44,744,1,4300,16,15,11
610,13387d462f74993d258b62f8f85fd9b8,health_beauty,53,2610,2,150,16,7,12
611,c244b71b9f393724eaf2792a96427931,furniture_decor,59,589,1,400,17,8,17
612,f303e2cdf0967ef1a153d12f2685d280,bed_bath_table,58,262,1,1400,25,10,25
613,e1bb819e98ca4d6153c28872921f171e,auto,56,1108,6,450,20,15,15
614,cc68bcd2a2720e95aef8b6cb71f62ed9,sports_leisure,54,660,1,154,17,10,13
615,88d1ed18fd38fa0ffeeb4b517ca42a9d,housewares,55,132,1,470,21,23,21
